From	To
P60953	ENSG00000289694.1
P61009	ENSG00000129128.13
P61011	ENSG00000100883.14
P61073	ENSG00000121966.8
P61077	ENSG00000109332.21
P61086	ENSG00000078140.15
P61158	ENSG00000115091.13
P61160	ENSG00000138071.16
P61163	ENSG00000138107.14
P61165	ENSG00000134825.17
P61201	ENSG00000166200.16
P61221	ENSG00000164163.12
P61244	ENSG00000125952.22
P61247	ENSG00000145425.11
P61247	ENSG00000292158.1
P61289	ENSG00000131467.13
P61313	ENSG00000174748.23
P61353	ENSG00000131469.16
P61421	ENSG00000159720.14
P61599	ENSG00000173418.13
P61619	ENSG00000058262.12
P61764	ENSG00000136854.27
P61803	ENSG00000129562.12
P61923	ENSG00000111481.11
P61962	ENSG00000136485.16
P61962	ENSG00000288894.1
P61978	ENSG00000165119.24
P61981	ENSG00000170027.7
P62081	ENSG00000171863.16
P62136	ENSG00000172531.17
P62140	ENSG00000213639.12
P62191	ENSG00000100764.15
P62195	ENSG00000087191.15
P62249	ENSG00000105193.10
P62256	ENSG00000186591.14
P62269	ENSG00000096150.9
P62269	ENSG00000226225.6
P62269	ENSG00000231500.8
P62269	ENSG00000235650.6
P62269	ENSG00000223367.6
P62277	ENSG00000110700.8
P62280	ENSG00000142534.8
P62306	ENSG00000139343.12
P62310	ENSG00000170860.5
P62314	ENSG00000167088.12
P62341	ENSG00000198843.14
P62424	ENSG00000148303.18
P62424	ENSG00000280858.3
P62487	ENSG00000168002.13
P62495	ENSG00000120705.14
P62701	ENSG00000198034.12
P62714	ENSG00000104695.14
P62736	ENSG00000107796.15
P62750	ENSG00000198242.15
P62753	ENSG00000137154.14
P62805	ENSG00000274618.2
P62805	ENSG00000197238.5
P62805	ENSG00000197837.4
P62805	ENSG00000158406.6
P62805	ENSG00000278705.4
P62805	ENSG00000197061.5
P62805	ENSG00000270882.3
P62805	ENSG00000270276.3
P62805	ENSG00000273542.3
P62805	ENSG00000277157.2
P62805	ENSG00000276966.3
P62805	ENSG00000276180.3
P62805	ENSG00000278637.3
P62805	ENSG00000275126.2
P62807	ENSG00000180596.10
P62807	ENSG00000277224.3
P62807	ENSG00000278588.2
P62807	ENSG00000273802.3
P62807	ENSG00000274290.3
P62826	ENSG00000132341.13
P62829	ENSG00000125691.16
P62841	ENSG00000115268.11
P62847	ENSG00000138326.22
P62851	ENSG00000118181.12
P62851	ENSG00000280831.3
P62857	ENSG00000233927.6
P62861	ENSG00000149806.12
P62873	ENSG00000078369.20
P62879	ENSG00000172354.11
P62899	ENSG00000071082.12
P62906	ENSG00000198755.12
P62913	ENSG00000142676.15
P62917	ENSG00000161016.19
P62987	ENSG00000221983.9
P62993	ENSG00000177885.16
P63010	ENSG00000006125.19
P63096	ENSG00000127955.18
P63151	ENSG00000221914.12
P63173	ENSG00000172809.14
P63208	ENSG00000113558.20
P63241	ENSG00000132507.19
P63241	ENSG00000288145.1
P63244	ENSG00000204628.13
P63261	ENSG00000184009.14
P63261	ENSG00000291420.1
P63272	ENSG00000213246.7
P63313	ENSG00000034510.7
P67809	ENSG00000065978.20
P67936	ENSG00000167460.19
P68032	ENSG00000159251.11
P68036	ENSG00000185651.17
P68104	ENSG00000156508.21
P68400	ENSG00000101266.20
P68431	ENSG00000197409.9
P68431	ENSG00000197153.5
P68431	ENSG00000278828.2
P68431	ENSG00000287080.2
P68431	ENSG00000275714.3
P68431	ENSG00000273983.2
P68431	ENSG00000274750.4
P68431	ENSG00000275379.2
P68431	ENSG00000277775.2
P68431	ENSG00000286522.2
P68543	ENSG00000173960.15
P69849	ENSG00000103226.20
P69849	ENSG00000278087.4
P69905	ENSG00000188536.14
P69905	ENSG00000206172.9
P78316	ENSG00000087269.17
P78325	ENSG00000151651.17
P78344	ENSG00000110321.19
P78347	ENSG00000263001.10
P78356	ENSG00000277292.2
P78356	ENSG00000276293.6
P78357	ENSG00000108797.12
P78368	ENSG00000133275.17
P78371	ENSG00000166226.14
P78381	ENSG00000102100.17
P78381	ENSG00000292209.1
P78382	ENSG00000164414.20
P78395	ENSG00000185686.18
P78395	ENSG00000275013.4
P78396	ENSG00000133101.11
P78406	ENSG00000101146.14
P78415	ENSG00000177508.12
P78508	ENSG00000177807.12
P78527	ENSG00000253729.10
P78536	ENSG00000151694.16
P78537	ENSG00000135441.9
P78549	ENSG00000065057.10
P78559	ENSG00000166963.13
P80217	ENSG00000068079.8
P82094	ENSG00000144747.18
P82650	ENSG00000175110.15
P82909	ENSG00000134056.13
P82909	ENSG00000278461.4
P82914	ENSG00000116898.13
P83436	ENSG00000168434.14
P83731	ENSG00000114391.15
P83876	ENSG00000141759.15
P84095	ENSG00000177105.11
P84098	ENSG00000108298.13
P85037	ENSG00000164916.12
P86452	ENSG00000257315.4
P86790	ENSG00000146574.17
P86790	ENSG00000122674.13
P98082	ENSG00000153071.16
P98160	ENSG00000142798.20
P98161	ENSG00000008710.20
P98171	ENSG00000089820.18
P98179	ENSG00000102317.19
P98194	ENSG00000017260.21
P98196	ENSG00000068650.20
Q00169	ENSG00000174238.16
Q00325	ENSG00000075415.16
Q00341	ENSG00000115677.19
Q00403	ENSG00000137947.13
Q00526	ENSG00000250506.10
Q00534	ENSG00000105810.11
Q00537	ENSG00000059758.9
Q00610	ENSG00000141367.15
Q00613	ENSG00000185122.12
Q00613	ENSG00000284774.2
Q00653	ENSG00000077150.22
Q00722	ENSG00000137841.13
Q00839	ENSG00000153187.22
Q00987	ENSG00000135679.28
Q01082	ENSG00000115306.18
Q01094	ENSG00000101412.14
Q01105	ENSG00000119335.19
Q01151	ENSG00000112149.12
Q01167	ENSG00000141568.22
Q01196	ENSG00000159216.21
Q01201	ENSG00000104856.15
Q01432	ENSG00000133805.17
Q01433	ENSG00000116337.21
Q01484	ENSG00000145362.22
Q01518	ENSG00000131236.19
Q01581	ENSG00000112972.16
Q01629	ENSG00000185201.18
Q01650	ENSG00000103257.11
Q01664	ENSG00000090447.13
Q01780	ENSG00000171824.15
Q01804	ENSG00000164164.18
Q01813	ENSG00000067057.20
Q01814	ENSG00000157087.20
Q01826	ENSG00000182568.19
Q01844	ENSG00000182944.19
Q01850	ENSG00000140743.9
Q01892	ENSG00000269404.7
Q01970	ENSG00000149782.14
Q02078	ENSG00000068305.20
Q02108	ENSG00000164116.18
Q02153	ENSG00000061918.15
Q02224	ENSG00000138778.15
Q02241	ENSG00000137807.17
Q02447	ENSG00000172845.18
Q02535	ENSG00000117318.10
Q02535	ENSG00000283060.2
Q02543	ENSG00000105640.14
Q02548	ENSG00000196092.14
Q02556	ENSG00000140968.13
Q02750	ENSG00000169032.12
Q02790	ENSG00000004478.9
Q02809	ENSG00000083444.18
Q02878	ENSG00000089009.17
Q02880	ENSG00000077097.18
Q02952	ENSG00000131016.18
Q03001	ENSG00000151914.22
Q03112	ENSG00000085276.19
Q03154	ENSG00000243989.10
Q03164	ENSG00000118058.26
Q03169	ENSG00000185215.12
Q03188	ENSG00000145241.12
Q03252	ENSG00000176619.14
Q03468	ENSG00000225830.17
Q03518	ENSG00000168394.14
Q03518	ENSG00000206297.7
Q03518	ENSG00000226173.4
Q03518	ENSG00000227816.4
Q03518	ENSG00000230705.4
Q03518	ENSG00000224212.4
Q03518	ENSG00000232367.5
Q03519	ENSG00000204267.20
Q03519	ENSG00000206235.8
Q03519	ENSG00000206299.8
Q03519	ENSG00000228582.9
Q03519	ENSG00000237599.9
Q03519	ENSG00000232326.9
Q03519	ENSG00000225967.9
Q03519	ENSG00000223481.9
Q03701	ENSG00000115816.16
Q03933	ENSG00000025156.14
Q03936	ENSG00000146757.14
Q03989	ENSG00000196843.19
Q04206	ENSG00000173039.21
Q04323	ENSG00000162191.15
Q04446	ENSG00000114480.14
Q04637	ENSG00000114867.23
Q04656	ENSG00000165240.22
Q04721	ENSG00000134250.22
Q04725	ENSG00000065717.17
Q04726	ENSG00000140332.19
Q04837	ENSG00000106028.12
Q04837	ENSG00000262771.5
Q04917	ENSG00000128245.16
Q05048	ENSG00000101138.13
Q05397	ENSG00000169398.21
Q05519	ENSG00000116754.15
Q05639	ENSG00000101210.16
Q05923	ENSG00000158050.7
Q06033	ENSG00000162267.15
Q06124	ENSG00000179295.20
Q06187	ENSG00000010671.19
Q06190	ENSG00000073711.12
Q06203	ENSG00000128059.9
Q06210	ENSG00000198380.14
Q06265	ENSG00000123737.14
Q06278	ENSG00000138356.15
Q06323	ENSG00000092010.16
Q06323	ENSG00000284916.2
Q06330	ENSG00000168214.23
Q06413	ENSG00000081189.18
Q06546	ENSG00000154727.12
Q06787	ENSG00000102081.17
Q06945	ENSG00000124766.7
Q07020	ENSG00000063177.14
Q07021	ENSG00000108561.8
Q07065	ENSG00000136026.15
Q07157	ENSG00000104067.18
Q07157	ENSG00000277401.4
Q07343	ENSG00000184588.18
Q07666	ENSG00000121774.19
Q07820	ENSG00000143384.14
Q07864	ENSG00000177084.20
Q07866	ENSG00000126214.23
Q07869	ENSG00000186951.18
Q07889	ENSG00000115904.16
Q07890	ENSG00000100485.13
Q07912	ENSG00000061938.22
Q07954	ENSG00000123384.14
Q07960	ENSG00000175220.13
Q08117	ENSG00000104964.16
Q08209	ENSG00000138814.18
Q08211	ENSG00000135829.18
Q08257	ENSG00000116791.15
Q08378	ENSG00000090615.17
Q08379	ENSG00000167110.20
Q08431	ENSG00000140545.17
Q08499	ENSG00000113448.21
Q08945	ENSG00000149136.10
Q08999	ENSG00000103479.18
Q08AD1	ENSG00000118200.17
Q08AF3	ENSG00000166750.11
Q08ER8	ENSG00000178229.9
Q08J23	ENSG00000037474.16
Q09019	ENSG00000185800.13
Q09028	ENSG00000162521.19
Q09161	ENSG00000136937.14
Q09327	ENSG00000128268.13
Q09472	ENSG00000100393.17
Q09666	ENSG00000124942.14
Q0D2I5	ENSG00000010295.21
Q0IIM8	ENSG00000133138.21
Q0P6H9	ENSG00000137842.8
Q0PNE2	ENSG00000163832.17
Q0VAM2	ENSG00000138670.20
Q10471	ENSG00000143641.11
Q10567	ENSG00000100280.18
Q10570	ENSG00000071894.18
Q10570	ENSG00000285049.2
Q10589	ENSG00000130303.15
Q10713	ENSG00000165688.15
Q12766	ENSG00000113716.14
Q12768	ENSG00000164961.17
Q12769	ENSG00000030066.15
Q12770	ENSG00000114650.22
Q12772	ENSG00000198911.14
Q12778	ENSG00000150907.11
Q12788	ENSG00000183751.17
Q12788	ENSG00000291938.1
Q12789	ENSG00000077235.19
Q12796	ENSG00000146278.11
Q12797	ENSG00000198363.19
Q12800	ENSG00000135457.12
Q12802	ENSG00000170776.23
Q12815	ENSG00000135451.14
Q12824	ENSG00000099956.21
Q12824	ENSG00000275837.3
Q12830	ENSG00000171634.19
Q12834	ENSG00000117399.15
Q12840	ENSG00000155980.14
Q12851	ENSG00000168067.13
Q12872	ENSG00000061936.11
Q12873	ENSG00000170004.19
Q12874	ENSG00000183431.13
Q12884	ENSG00000078098.16
Q12888	ENSG00000067369.15
Q12894	ENSG00000214706.13
Q12899	ENSG00000137313.15
Q12899	ENSG00000231002.7
Q12899	ENSG00000234046.7
Q12899	ENSG00000228881.7
Q12899	ENSG00000231641.9
Q12899	ENSG00000226060.7
Q12899	ENSG00000230230.7
Q12899	ENSG00000234127.10
Q12904	ENSG00000164022.19
Q12905	ENSG00000143621.18
Q12906	ENSG00000129351.19
Q12907	ENSG00000169223.17
Q12912	ENSG00000118308.17
Q12923	ENSG00000163629.14
Q12931	ENSG00000126602.12
Q12933	ENSG00000127191.20
Q12955	ENSG00000151150.23
Q12959	ENSG00000075711.22
Q12965	ENSG00000157483.10
Q12968	ENSG00000072736.19
Q12972	ENSG00000117751.19
Q12974	ENSG00000184007.22
Q12979	ENSG00000159842.17
Q12979	ENSG00000276016.4
Q12979	ENSG00000278741.4
Q12980	ENSG00000103148.18
Q12981	ENSG00000113734.19
Q12986	ENSG00000086102.20
Q12996	ENSG00000176102.14
Q13011	ENSG00000104823.10
Q13011	ENSG00000282853.2
Q13017	ENSG00000100852.15
Q13029	ENSG00000116731.23
Q13043	ENSG00000101109.15
Q13045	ENSG00000177731.17
Q13045	ENSG00000284571.3
Q13057	ENSG00000068120.15
Q13077	ENSG00000056558.12
Q13084	ENSG00000086504.19
Q13085	ENSG00000275176.4
Q13085	ENSG00000278540.5
Q13098	ENSG00000169727.15
Q13099	ENSG00000032742.19
Q13107	ENSG00000114316.14
Q13111	ENSG00000167670.17
Q13112	ENSG00000159259.9
Q13115	ENSG00000120875.9
Q13118	ENSG00000155090.16
Q13123	ENSG00000113141.20
Q13127	ENSG00000084093.20
Q13129	ENSG00000117000.9
Q13131	ENSG00000132356.12
Q13136	ENSG00000131626.20
Q13136	ENSG00000288198.2
Q13137	ENSG00000136436.17
Q13144	ENSG00000145191.16
Q13148	ENSG00000120948.20
Q13151	ENSG00000177733.8
Q13155	ENSG00000106305.11
Q13158	ENSG00000168040.6
Q13162	ENSG00000123131.14
Q13164	ENSG00000166484.21
Q13188	ENSG00000104375.18
Q13190	ENSG00000162236.14
Q13191	ENSG00000114423.24
Q13200	ENSG00000175166.18
Q13206	ENSG00000178105.13
Q13207	ENSG00000121068.15
Q13217	ENSG00000102580.16
Q13227	ENSG00000132522.17
Q13227	ENSG00000288325.1
Q13228	ENSG00000143416.22
Q13233	ENSG00000095015.7
Q13239	ENSG00000155926.15
Q13257	ENSG00000164109.15
Q13263	ENSG00000130726.13
Q13283	ENSG00000145907.17
Q13287	ENSG00000123609.12
Q13308	ENSG00000112655.17
Q13309	ENSG00000145604.18
Q13310	ENSG00000090621.16
Q13315	ENSG00000149311.23
Q13325	ENSG00000152778.10
Q13330	ENSG00000182979.19
Q13342	ENSG00000079263.20
Q13347	ENSG00000084623.13
Q13352	ENSG00000142856.19
Q13356	ENSG00000100023.20
Q13362	ENSG00000078304.21
Q13363	ENSG00000159692.19
Q13371	ENSG00000136940.15
Q13393	ENSG00000075651.18
Q13395	ENSG00000059588.11
Q13409	ENSG00000077380.17
Q13409	ENSG00000292102.1
Q13415	ENSG00000085840.14
Q13416	ENSG00000115942.10
Q13418	ENSG00000166333.15
Q13421	ENSG00000102854.17
Q13422	ENSG00000185811.22
Q13423	ENSG00000112992.19
Q13425	ENSG00000168807.18
Q13428	ENSG00000070814.23
Q13432	ENSG00000109103.13
Q13433	ENSG00000141424.13
Q13435	ENSG00000087365.17
Q13438	ENSG00000135506.18
Q13439	ENSG00000144674.20
Q13459	ENSG00000099331.15
Q13464	ENSG00000067900.9
Q13469	ENSG00000101096.21
Q13480	ENSG00000109458.11
Q13485	ENSG00000141646.18
Q13487	ENSG00000104976.14
Q13488	ENSG00000110719.11
Q13489	ENSG00000023445.18
Q13492	ENSG00000073921.19
Q13496	ENSG00000171100.17
Q13501	ENSG00000161011.21
Q13501	ENSG00000284099.3
Q13505	ENSG00000173171.15
Q13530	ENSG00000132824.15
Q13535	ENSG00000175054.17
Q13547	ENSG00000116478.14
Q13561	ENSG00000175203.18
Q13564	ENSG00000159593.16
Q13568	ENSG00000128604.22
Q13569	ENSG00000139372.15
Q13571	ENSG00000162511.9
Q13572	ENSG00000100605.18
Q13572	ENSG00000274958.4
Q13576	ENSG00000145703.17
Q13586	ENSG00000167323.14
Q13596	ENSG00000028528.16
Q13613	ENSG00000063601.18
Q13614	ENSG00000087053.20
Q13616	ENSG00000055130.19
Q13617	ENSG00000108094.18
Q13618	ENSG00000036257.15
Q13620	ENSG00000158290.20
Q13625	ENSG00000143514.19
Q13627	ENSG00000157540.23
Q13630	ENSG00000104522.17
Q13630	ENSG00000278243.2
Q13671	ENSG00000174791.12
Q13685	ENSG00000127837.11
Q13724	ENSG00000115275.15
Q13753	ENSG00000058085.16
Q13769	ENSG00000100296.15
Q13772	ENSG00000266412.7
Q13794	ENSG00000141682.13
Q13813	ENSG00000197694.20
Q13823	ENSG00000134697.14
Q13867	ENSG00000108578.16
Q13868	ENSG00000130713.18
Q13885	ENSG00000137267.8
Q13888	ENSG00000145736.16
Q13888	ENSG00000276910.4
Q13888	ENSG00000275045.4
Q13889	ENSG00000111358.14
Q13895	ENSG00000112578.12
Q13901	ENSG00000197223.13
Q13905	ENSG00000107263.20
Q13907	ENSG00000067064.13
Q13972	ENSG00000058335.16
Q14004	ENSG00000065883.19
Q14005	ENSG00000172349.20
Q14008	ENSG00000175216.16
Q14094	ENSG00000118816.13
Q14103	ENSG00000138668.21
Q14126	ENSG00000046604.16
Q14137	ENSG00000261236.9
Q14139	ENSG00000110344.11
Q14141	ENSG00000125354.25
Q14142	ENSG00000106785.16
Q14145	ENSG00000079999.15
Q14146	ENSG00000135763.11
Q14151	ENSG00000130254.14
Q14152	ENSG00000107581.15
Q14157	ENSG00000143569.21
Q14160	ENSG00000180900.21
Q14160	ENSG00000274287.4
Q14161	ENSG00000139436.23
Q14165	ENSG00000110917.10
Q14166	ENSG00000100304.13
Q14181	ENSG00000014138.11
Q14185	ENSG00000150760.14
Q14186	ENSG00000198176.14
Q14188	ENSG00000114126.19
Q14190	ENSG00000159263.16
Q14191	ENSG00000165392.12
Q14202	ENSG00000147130.15
Q14203	ENSG00000204843.14
Q14204	ENSG00000197102.15
Q14207	ENSG00000149308.19
Q14213	ENSG00000105246.7
Q14232	ENSG00000111361.14
Q14240	ENSG00000156976.18
Q14241	ENSG00000011007.14
Q14246	ENSG00000174837.15
Q14249	ENSG00000167136.8
Q14254	ENSG00000132589.17
Q14257	ENSG00000117906.15
Q14258	ENSG00000121060.19
Q14289	ENSG00000120899.19
Q14296	ENSG00000164896.22
Q14315	ENSG00000128591.18
Q14435	ENSG00000115339.16
Q14444	ENSG00000135387.22
Q14457	ENSG00000126581.14
Q14493	ENSG00000163950.14
Q14494	ENSG00000082641.17
Q14498	ENSG00000131051.25
Q14517	ENSG00000083857.16
Q14526	ENSG00000177374.14
Q14527	ENSG00000071794.17
Q14534	ENSG00000104549.13
Q14558	ENSG00000161542.18
Q14562	ENSG00000067596.13
Q14566	ENSG00000076003.6
Q14571	ENSG00000123104.12
Q14573	ENSG00000096433.12
Q14586	ENSG00000185947.16
Q14592	ENSG00000197714.10
Q14596	ENSG00000188554.16
Q14643	ENSG00000150995.21
Q14651	ENSG00000120756.14
Q14653	ENSG00000126456.17
Q14667	ENSG00000007202.17
Q14669	ENSG00000153827.16
Q14671	ENSG00000134644.17
Q14674	ENSG00000135476.13
Q14677	ENSG00000113282.15
Q14678	ENSG00000107104.22
Q14679	ENSG00000135912.12
Q14680	ENSG00000165304.9
Q14683	ENSG00000072501.20
Q14684	ENSG00000160208.13
Q14686	ENSG00000198646.15
Q14687	ENSG00000131149.20
Q14689	ENSG00000160305.20
Q14690	ENSG00000148843.16
Q14691	ENSG00000101003.12
Q14692	ENSG00000165733.9
Q14693	ENSG00000134324.13
Q14694	ENSG00000103194.17
Q14697	ENSG00000089597.19
Q14703	ENSG00000140943.18
Q14728	ENSG00000109736.16
Q14738	ENSG00000112640.17
Q14739	ENSG00000143815.16
Q14746	ENSG00000135775.15
Q14764	ENSG00000013364.20
Q14765	ENSG00000138378.21
Q14774	ENSG00000136630.14
Q14789	ENSG00000173230.18
Q14790	ENSG00000064012.25
Q14807	ENSG00000079616.15
Q14814	ENSG00000116604.20
Q14814	ENSG00000291761.1
Q14839	ENSG00000111642.17
Q14919	ENSG00000175550.8
Q14966	ENSG00000075292.21
Q14974	ENSG00000108424.12
Q14978	ENSG00000166197.18
Q14980	ENSG00000137497.20
Q14997	ENSG00000068878.16
Q14999	ENSG00000044090.14
Q149N8	ENSG00000146414.18
Q14C86	ENSG00000165219.24
Q14CB8	ENSG00000213390.12
Q14CB8	ENSG00000269891.2
Q14CX7	ENSG00000111300.11
Q14CZ0	ENSG00000182831.13
Q15003	ENSG00000121152.11
Q15004	ENSG00000166803.15
Q15004	ENSG00000259316.12
Q15005	ENSG00000118363.14
Q15006	ENSG00000104412.9
Q15007	ENSG00000146457.17
Q15008	ENSG00000163636.12
Q15011	ENSG00000051108.16
Q15014	ENSG00000123562.19
Q15019	ENSG00000168385.19
Q15020	ENSG00000075856.13
Q15021	ENSG00000010292.14
Q15022	ENSG00000178691.13
Q15027	ENSG00000072818.13
Q15027	ENSG00000288169.1
Q15029	ENSG00000108883.14
Q15032	ENSG00000048991.19
Q15034	ENSG00000138641.20
Q15035	ENSG00000065308.6
Q15036	ENSG00000115234.12
Q15038	ENSG00000183283.17
Q15041	ENSG00000170540.17
Q15042	ENSG00000115839.21
Q15043	ENSG00000104635.16
Q15046	ENSG00000065427.16
Q15047	ENSG00000143379.14
Q15050	ENSG00000179041.4
Q15051	ENSG00000173226.18
Q15056	ENSG00000106682.16
Q15057	ENSG00000114331.17
Q15058	ENSG00000118193.13
Q15059	ENSG00000169925.18
Q15061	ENSG00000163811.13
Q15067	ENSG00000161533.13
Q15070	ENSG00000155463.15
Q15075	ENSG00000102189.18
Q15149	ENSG00000178209.18
Q15154	ENSG00000078674.21
Q15155	ENSG00000103512.17
Q15155	ENSG00000274779.4
Q15172	ENSG00000066027.13
Q15181	ENSG00000180817.13
Q15208	ENSG00000112079.11
Q15233	ENSG00000147140.18
Q15257	ENSG00000119383.22
Q15262	ENSG00000152894.16
Q15262	ENSG00000273993.4
Q15269	ENSG00000241945.9
Q15274	ENSG00000103485.20
Q15276	ENSG00000029725.18
Q15283	ENSG00000155903.15
Q15287	ENSG00000205937.12
Q15293	ENSG00000049449.11
Q15293	ENSG00000285283.1
Q15306	ENSG00000137265.17
Q15311	ENSG00000017797.14
Q15327	ENSG00000148677.8
Q15329	ENSG00000133740.12
Q15334	ENSG00000131899.14
Q15345	ENSG00000132128.19
Q15349	ENSG00000071242.14
Q15363	ENSG00000086598.12
Q15365	ENSG00000169564.7
Q15370	ENSG00000103363.17
Q15386	ENSG00000009335.20
Q15388	ENSG00000173726.12
Q15392	ENSG00000116133.14
Q15393	ENSG00000189091.14
Q15397	ENSG00000080608.11
Q15398	ENSG00000126787.14
Q15404	ENSG00000148484.19
Q15417	ENSG00000117519.17
Q15424	ENSG00000160633.14
Q15427	ENSG00000143368.11
Q15428	ENSG00000104897.11
Q15435	ENSG00000115685.16
Q15436	ENSG00000100934.16
Q15437	ENSG00000101310.18
Q15459	ENSG00000099995.20
Q15468	ENSG00000123473.18
Q15477	ENSG00000204351.14
Q15477	ENSG00000206353.11
Q15477	ENSG00000232616.9
Q15477	ENSG00000228896.9
Q15477	ENSG00000223493.9
Q15477	ENSG00000225737.9
Q15532	ENSG00000141380.15
Q15542	ENSG00000148835.13
Q15545	ENSG00000178913.9
Q15560	ENSG00000171703.18
Q15573	ENSG00000143498.19
Q15582	ENSG00000120708.17
Q15596	ENSG00000140396.14
Q15629	ENSG00000067167.9
Q15631	ENSG00000211460.13
Q15633	ENSG00000139546.12
Q15637	ENSG00000168066.23
Q15643	ENSG00000100815.13
Q15645	ENSG00000071539.15
Q15648	ENSG00000125686.13
Q15650	ENSG00000103671.11
Q15652	ENSG00000171988.20
Q15654	ENSG00000087077.15
Q15678	ENSG00000152104.12
Q15691	ENSG00000101367.10
Q15738	ENSG00000147383.12
Q15738	ENSG00000292192.1
Q15742	ENSG00000166886.14
Q15746	ENSG00000065534.21
Q15751	ENSG00000103657.14
Q15758	ENSG00000105281.14
Q15773	ENSG00000089693.12
Q15776	ENSG00000198315.12
Q15782	ENSG00000064886.15
Q15800	ENSG00000052802.14
Q15825	ENSG00000147434.9
Q15833	ENSG00000076944.18
Q15834	ENSG00000175602.4
Q15878	ENSG00000198216.14
Q15904	ENSG00000071553.19
Q15910	ENSG00000106462.13
Q15911	ENSG00000140836.17
Q15973	ENSG00000196418.14
Q16181	ENSG00000122545.22
Q16186	ENSG00000130706.14
Q16206	ENSG00000165675.21
Q16222	ENSG00000117143.15
Q16236	ENSG00000116044.18
Q16254	ENSG00000205250.10
Q16401	ENSG00000095261.15
Q16512	ENSG00000123143.14
Q16513	ENSG00000065243.21
Q16531	ENSG00000167986.16
Q16533	ENSG00000023608.6
Q16537	ENSG00000154001.15
Q16539	ENSG00000112062.14
Q16543	ENSG00000105401.11
Q16548	ENSG00000140379.9
Q16570	ENSG00000213088.15
Q16576	ENSG00000102054.19
Q16585	ENSG00000163069.14
Q16589	ENSG00000138764.16
Q16594	ENSG00000273841.7
Q16594	ENSG00000276463.4
Q16611	ENSG00000030110.15
Q16630	ENSG00000111605.19
Q16633	ENSG00000110777.12
Q16635	ENSG00000102125.18
Q16637	ENSG00000172062.18
Q16637	ENSG00000205571.16
Q16637	ENSG00000277773.4
Q16637	ENSG00000273772.4
Q16637	ENSG00000275349.4
Q16656	ENSG00000106459.16
Q16659	ENSG00000069956.15
Q16665	ENSG00000100644.18
Q16666	ENSG00000163565.21
Q16678	ENSG00000138061.14
Q16690	ENSG00000138166.7
Q16706	ENSG00000112893.11
Q16719	ENSG00000115919.16
Q16763	ENSG00000108106.15
Q16787	ENSG00000053747.17
Q16790	ENSG00000107159.15
Q16795	ENSG00000139180.12
Q16831	ENSG00000183696.15
Q16832	ENSG00000162733.20
Q16842	ENSG00000157350.14
Q16850	ENSG00000001630.19
Q16851	ENSG00000169764.17
Q16864	ENSG00000128524.5
Q16873	ENSG00000213316.11
Q16873	ENSG00000283887.2
Q16875	ENSG00000170525.22
Q16881	ENSG00000198431.18
Q16891	ENSG00000132305.23
Q17RB8	ENSG00000154359.14
Q17RS7	ENSG00000178295.16
Q1ED39	ENSG00000103550.15
Q1KMD3	ENSG00000214753.5
Q1MSJ5	ENSG00000104218.17
Q24JP5	ENSG00000006118.15
Q24JQ0	ENSG00000134490.15
Q27J81	ENSG00000203485.15
Q29RF7	ENSG00000121892.16
Q2KHM9	ENSG00000198920.11
Q2KHT3	ENSG00000038532.18
Q2LD37	ENSG00000138688.17
Q2M1K9	ENSG00000102935.12
Q2M1Z3	ENSG00000031081.12
Q2M2I8	ENSG00000115977.22
Q2M2Z5	ENSG00000088970.17
Q2M389	ENSG00000136051.16
Q2NKJ3	ENSG00000178971.18
Q2NKX8	ENSG00000186871.7
Q2NL68	ENSG00000167595.17
Q2NL82	ENSG00000167721.12
Q2T9J0	ENSG00000156521.15
Q2TAK8	ENSG00000160953.18
Q2TAL8	ENSG00000198218.13
Q2TAY7	ENSG00000122692.10
Q2TAZ0	ENSG00000110046.15
Q2TB10	ENSG00000048405.12
Q2V2M9	ENSG00000134775.17
Q2VIR3	ENSG00000180574.4
Q2VPB7	ENSG00000254470.4
Q2VPK5	ENSG00000174177.14
Q32MH5	ENSG00000047346.14
Q32MZ4	ENSG00000124831.21
Q32NB8	ENSG00000087157.20
Q32P28	ENSG00000117385.17
Q38SD2	ENSG00000154237.13
Q3B7J2	ENSG00000141098.14
Q3B7T1	ENSG00000107938.19
Q3BBV0	ENSG00000219481.11
Q3KQU3	ENSG00000116871.17
Q3L8U1	ENSG00000177200.18
Q3LXA3	ENSG00000149476.17
Q3MIX3	ENSG00000173137.13
Q3MIX3	ENSG00000285451.2
Q3SXM5	ENSG00000103160.13
Q3SYG4	ENSG00000122507.22
Q3V6T2	ENSG00000115355.19
Q3ZAQ7	ENSG00000160131.15
Q3ZCM7	ENSG00000261456.6
Q460N3	ENSG00000173200.14
Q460N5	ENSG00000173193.16
Q495B1	ENSG00000166839.19
Q49A88	ENSG00000175455.17
Q49AG3	ENSG00000236287.9
Q49AM3	ENSG00000115282.22
Q49AN0	ENSG00000121671.13
Q4AC94	ENSG00000168014.19
Q4ADV7	ENSG00000107036.13
Q4FZB7	ENSG00000110066.16
Q4G0J3	ENSG00000174720.19
Q4G0N4	ENSG00000152620.14
Q4G0X4	ENSG00000188997.9
Q4J6C6	ENSG00000138078.17
Q4KMP7	ENSG00000169221.15
Q4KMQ1	ENSG00000176058.14
Q4KMQ2	ENSG00000177119.18
Q4L235	ENSG00000157426.15
