uniprot_id,gene_id
Q14684,ENSG00000160208
Q14686,ENSG00000198646
Q14687,ENSG00000131149
Q14689,ENSG00000160305
Q14690,ENSG00000148843
Q14691,ENSG00000101003
Q14692,ENSG00000165733
Q14693,ENSG00000134324
Q14694,ENSG00000103194
Q14697,ENSG00000089597
Q14703,ENSG00000140943
Q14728,ENSG00000109736
Q14738,ENSG00000112640
Q14739,ENSG00000143815
Q14746,ENSG00000135775
Q14764,ENSG00000013364
Q14765,ENSG00000138378
Q14774,ENSG00000136630
Q14789,ENSG00000173230
Q14790,ENSG00000064012
Q14807,ENSG00000079616
Q14814,ENSG00000116604
Q14839,ENSG00000111642
Q14919,ENSG00000175550
Q14966,ENSG00000075292
Q14974,ENSG00000108424
Q14978,ENSG00000166197
Q14980,ENSG00000137497
Q14997,ENSG00000068878
Q14999,ENSG00000044090
Q149N8,ENSG00000146414
Q14C86,ENSG00000165219
Q14CB8,ENSG00000213390
Q14CX7,ENSG00000111300
Q14CZ0,ENSG00000182831
Q15003,ENSG00000121152
Q15004,ENSG00000166803
Q15005,ENSG00000118363
Q15006,ENSG00000104412
Q15007,ENSG00000146457
Q15008,ENSG00000163636
Q15011,ENSG00000051108
Q15014,ENSG00000123562
Q15019,ENSG00000168385
Q15020,ENSG00000075856
Q15021,ENSG00000010292
Q15022,ENSG00000178691
Q15027,ENSG00000072818
Q15029,ENSG00000108883
Q15032,ENSG00000048991
Q15034,ENSG00000138641
Q15035,ENSG00000065308
Q15036,ENSG00000115234
Q15038,ENSG00000183283
Q15041,ENSG00000170540
Q15042,ENSG00000115839
Q15043,ENSG00000104635
Q15046,ENSG00000065427
Q15047,ENSG00000143379
Q15050,ENSG00000179041
Q15051,ENSG00000173226
Q15056,ENSG00000106682
Q15057,ENSG00000114331
Q15058,ENSG00000118193
Q15059,ENSG00000169925
Q15061,ENSG00000163811
Q15067,ENSG00000161533
Q15070,ENSG00000155463
Q15075,ENSG00000102189
Q15149,ENSG00000178209
Q15154,ENSG00000078674
Q15155,ENSG00000103512
Q15172,ENSG00000066027
Q15181,ENSG00000180817
Q15208,ENSG00000112079
Q15233,ENSG00000147140
Q15257,ENSG00000119383
Q15262,ENSG00000152894
Q15269,ENSG00000241945
Q15274,ENSG00000103485
Q15276,ENSG00000029725
Q15283,ENSG00000155903
Q15287,ENSG00000205937
Q15293,ENSG00000049449
Q15293,ENSG00000285283
Q15306,ENSG00000137265
Q15311,ENSG00000017797
Q15327,ENSG00000148677
Q15329,ENSG00000133740
Q15334,ENSG00000131899
Q15345,ENSG00000132128
Q15349,ENSG00000071242
Q15363,ENSG00000086598
Q15365,ENSG00000169564
Q15370,ENSG00000103363
Q15386,ENSG00000009335
Q15388,ENSG00000173726
Q15392,ENSG00000116133
Q15393,ENSG00000189091
Q15397,ENSG00000080608
Q15398,ENSG00000126787
Q15404,ENSG00000148484
Q15417,ENSG00000117519
Q15424,ENSG00000160633
Q15427,ENSG00000143368
Q15428,ENSG00000104897
Q15435,ENSG00000115685
Q15436,ENSG00000100934
Q15437,ENSG00000101310
Q15459,ENSG00000099995
Q15468,ENSG00000123473
Q15477,ENSG00000204351
Q15532,ENSG00000141380
Q15542,ENSG00000148835
Q15545,ENSG00000178913
Q15560,ENSG00000171703
Q15573,ENSG00000143498
Q15582,ENSG00000120708
Q15596,ENSG00000140396
Q15629,ENSG00000067167
Q15631,ENSG00000211460
Q15633,ENSG00000139546
Q15637,ENSG00000168066
Q15643,ENSG00000100815
Q15645,ENSG00000071539
Q15648,ENSG00000125686
Q15650,ENSG00000103671
Q15652,ENSG00000171988
Q15654,ENSG00000087077
Q15678,ENSG00000152104
Q15691,ENSG00000101367
Q15738,ENSG00000147383
Q15742,ENSG00000166886
Q15746,ENSG00000065534
Q15751,ENSG00000103657
Q15758,ENSG00000105281
Q15773,ENSG00000089693
Q15776,ENSG00000198315
Q15782,ENSG00000064886
Q15800,ENSG00000052802
Q15825,ENSG00000147434
Q15833,ENSG00000076944
Q15834,ENSG00000175602
Q15878,ENSG00000198216
Q15904,ENSG00000071553
Q15910,ENSG00000106462
Q15911,ENSG00000140836
Q15973,ENSG00000196418
Q16181,ENSG00000122545
Q16186,ENSG00000130706
Q16206,ENSG00000165675
Q16222,ENSG00000117143
Q16236,ENSG00000116044
Q16254,ENSG00000205250
Q16401,ENSG00000095261
Q16512,ENSG00000123143
Q16513,ENSG00000065243
Q16531,ENSG00000167986
Q16533,ENSG00000023608
Q16537,ENSG00000154001
Q16539,ENSG00000112062
Q16543,ENSG00000105401
Q16548,ENSG00000140379
Q16570,ENSG00000213088
Q16576,ENSG00000102054
Q16585,ENSG00000163069
Q16589,ENSG00000138764
Q16594,ENSG00000273841
Q16611,ENSG00000030110
Q16630,ENSG00000111605
Q16633,ENSG00000110777
Q16635,ENSG00000102125
Q16637,ENSG00000172062
Q16637,ENSG00000205571
Q16656,ENSG00000106459
Q16659,ENSG00000069956
Q16665,ENSG00000100644
Q16666,ENSG00000163565
Q16678,ENSG00000138061
Q16690,ENSG00000138166
Q16706,ENSG00000112893
Q16719,ENSG00000115919
Q16763,ENSG00000108106
Q16787,ENSG00000053747
Q16790,ENSG00000107159
Q16795,ENSG00000139180
Q16831,ENSG00000183696
Q16832,ENSG00000162733
Q16842,ENSG00000157350
Q16850,ENSG00000001630
Q16851,ENSG00000169764
Q16864,ENSG00000128524
Q16873,ENSG00000213316
Q16875,ENSG00000170525
Q16881,ENSG00000198431
Q16891,ENSG00000132305
Q17RB8,ENSG00000154359
Q17RS7,ENSG00000178295
Q1ED39,ENSG00000103550
Q1KMD3,ENSG00000214753
Q1MSJ5,ENSG00000104218
Q24JP5,ENSG00000006118
Q24JQ0,ENSG00000134490
Q27J81,ENSG00000203485
Q29RF7,ENSG00000121892
Q2KHM9,ENSG00000198920
Q2KHT3,ENSG00000038532
Q2LD37,ENSG00000138688
Q2M1K9,ENSG00000102935
Q2M1Z3,ENSG00000031081
Q2M2I8,ENSG00000115977
Q2M2Z5,ENSG00000088970
Q2M389,ENSG00000136051
Q2NKJ3,ENSG00000178971
Q2NKX8,ENSG00000186871
Q2NL68,ENSG00000167595
Q2NL82,ENSG00000167721
Q2T9J0,ENSG00000156521
Q2TAK8,ENSG00000160953
Q2TAL8,ENSG00000198218
Q2TAY7,ENSG00000122692
Q2TAZ0,ENSG00000110046
Q2TB10,ENSG00000048405
Q2V2M9,ENSG00000134775
Q2VIR3,ENSG00000180574
Q2VPB7,ENSG00000254470
Q2VPK5,ENSG00000174177
Q32MH5,ENSG00000047346
Q32MZ4,ENSG00000124831
Q32NB8,ENSG00000087157
Q32P28,ENSG00000117385
Q38SD2,ENSG00000154237
Q3B7J2,ENSG00000141098
Q3B7T1,ENSG00000107938
Q3BBV0,ENSG00000219481
Q3KQU3,ENSG00000116871
Q3L8U1,ENSG00000177200
Q3LXA3,ENSG00000149476
Q3MIX3,ENSG00000173137
Q3SXM5,ENSG00000103160
Q3SYG4,ENSG00000122507
Q3V6T2,ENSG00000115355
Q3ZAQ7,ENSG00000160131
Q3ZCM7,ENSG00000261456
Q460N3,ENSG00000173200
Q460N5,ENSG00000173193
Q495B1,ENSG00000166839
Q49A88,ENSG00000175455
Q49AG3,ENSG00000236287
Q49AM3,ENSG00000115282
Q49AN0,ENSG00000121671
Q4AC94,ENSG00000168014
Q4ADV7,ENSG00000107036
Q4FZB7,ENSG00000110066
Q4G0J3,ENSG00000174720
Q4G0N4,ENSG00000152620
Q4G0X4,ENSG00000188997
Q4J6C6,ENSG00000138078
Q4KMP7,ENSG00000169221
Q4KMQ1,ENSG00000176058
Q4KMQ2,ENSG00000177119
Q4L235,ENSG00000157426
Q4LE39,ENSG00000054267
Q4VC31,ENSG00000160124
Q4ZG55,ENSG00000196208
Q4ZIN3,ENSG00000182087
Q504Q3,ENSG00000135473
Q504T8,ENSG00000167470
Q52LR7,ENSG00000135999
Q52LW3,ENSG00000137962
Q53EL6,ENSG00000150593
Q53EP0,ENSG00000075420
Q53EQ6,ENSG00000179886
Q53ET0,ENSG00000160741
Q53EZ4,ENSG00000138180
Q53F39,ENSG00000154889
Q53FT3,ENSG00000149196
Q53FV1,ENSG00000123353
Q53G44,ENSG00000137959
Q53G59,ENSG00000117153
Q53GL7,ENSG00000178685
Q53GS7,ENSG00000119392
Q53GS9,ENSG00000168883
Q53GT1,ENSG00000099910
Q53H47,ENSG00000170364
Q53H54,ENSG00000183665
Q53H80,ENSG00000135334
Q53HC5,ENSG00000167487
Q53HC9,ENSG00000032389
Q53HL2,ENSG00000134690
Q53S33,ENSG00000163170
Q53TQ3,ENSG00000114933
Q562E7,ENSG00000167716
Q562F6,ENSG00000163535
Q567U6,ENSG00000125633
Q56NI9,ENSG00000171320
Q56VL3,ENSG00000145247
Q58EX7,ENSG00000196155
Q58WW2,ENSG00000143164
Q5BJD5,ENSG00000166471
Q5BJF2,ENSG00000109084
Q5BJF6,ENSG00000136811
Q5BJH2,ENSG00000132406
Q5BJH7,ENSG00000167645
Q5BKT4,ENSG00000139133
Q5C9Z4,ENSG00000146909
Q5EBL4,ENSG00000188026
Q5FWF4,ENSG00000121988
Q5GLZ8,ENSG00000148634
Q5H8A4,ENSG00000174227
Q5H9F3,ENSG00000085185
Q5H9R7,ENSG00000110075
Q5H9S7,ENSG00000115827
Q5H9U9,ENSG00000181381
Q5HYA8,ENSG00000164953
Q5I7T1,ENSG00000175548
Q5JPE7,ENSG00000185164
Q5JPH6,ENSG00000103356
Q5JPI3,ENSG00000179021
Q5JRA6,ENSG00000154305
Q5JRX3,ENSG00000107959
Q5JS54,ENSG00000180822
Q5JSH3,ENSG00000131725
Q5JSL3,ENSG00000147251
Q5JSP0,ENSG00000127084
Q5JSZ5,ENSG00000288701
Q5JTH9,ENSG00000052749
Q5JTV8,ENSG00000143337
Q5JTW2,ENSG00000148019
Q5JVF3,ENSG00000126226
Q5JWF2,ENSG00000087460
Q5JWF8,ENSG00000288649
Q5JWR5,ENSG00000083097
Q5K651,ENSG00000205413
Q5M775,ENSG00000128487
Q5M7Z0,ENSG00000189050
Q5MIZ7,ENSG00000275052
Q5PRF9,ENSG00000179134
Q5QP82,ENSG00000122741
Q5R372,ENSG00000152061
Q5RL73,ENSG00000127993
Q5S007,ENSG00000188906
Q5SNT2,ENSG00000188807
Q5SR56,ENSG00000148110
Q5SRE5,ENSG00000095319
Q5SSJ5,ENSG00000127483
Q5ST30,ENSG00000137411
Q5SVZ6,ENSG00000197056
Q5SW79,ENSG00000143702
Q5SWH9,ENSG00000159596
Q5SXM2,ENSG00000165684
Q5SY16,ENSG00000162408
Q5SZK8,ENSG00000150893
Q5SZL2,ENSG00000111860
Q5T011,ENSG00000198198
Q5T1M5,ENSG00000119321
Q5T1R4,ENSG00000127124
Q5T1V6,ENSG00000118197
Q5T280,ENSG00000198917
Q5T2E6,ENSG00000120029
Q5T2T1,ENSG00000150054
Q5T3F8,ENSG00000137216
Q5T3J3,ENSG00000121931
Q5T3U5,ENSG00000124574
Q5T447,ENSG00000126107
Q5T4F4,ENSG00000155256
Q5T4S7,ENSG00000127481
Q5T5C0,ENSG00000164506
Q5T5P2,ENSG00000120549
Q5T5U3,ENSG00000107863
Q5T5X7,ENSG00000178409
Q5T5Y3,ENSG00000130559
Q5T6F0,ENSG00000198876
Q5T6F2,ENSG00000137073
Q5T6S3,ENSG00000119403
Q5T8I3,ENSG00000162636
Q5T9L3,ENSG00000116729
Q5T9S5,ENSG00000122483
Q5TA45,ENSG00000127054
Q5TAX3,ENSG00000134744
Q5TBA9,ENSG00000073910
Q5TC12,ENSG00000123472
Q5TEC6,ENSG00000273213
Q5TEJ8,ENSG00000130775
Q5TF21,ENSG00000214338
Q5TF39,ENSG00000173214
Q5TFE4,ENSG00000178425
Q5THJ4,ENSG00000048707
Q5THK1,ENSG00000183530
Q5TKA1,ENSG00000183814
Q5TZA2,ENSG00000058453
Q5U3C3,ENSG00000157600
Q5U623,ENSG00000166669
Q5UE93,ENSG00000276231
Q5UIP0,ENSG00000080345
Q5VIR6,ENSG00000141252
Q5VSL9,ENSG00000143093
Q5VT06,ENSG00000135837
Q5VT52,ENSG00000163125
Q5VTE6,ENSG00000174606
Q5VTR2,ENSG00000155827
Q5VU43,ENSG00000178104
Q5VUA4,ENSG00000171467
Q5VV42,ENSG00000145996
Q5VV67,ENSG00000148840
Q5VVJ2,ENSG00000162601
Q5VW32,ENSG00000162819
Q5VW36,ENSG00000188352
Q5VWK0,ENSG00000186086
Q5VWN6,ENSG00000108021
Q5VWQ0,ENSG00000081019
Q5VWQ8,ENSG00000136848
Q5VYK3,ENSG00000136813
Q5VYS8,ENSG00000083223
Q5VZ89,ENSG00000137145
Q5VZE5,ENSG00000135040
Q5VZK9,ENSG00000079691
Q5VZM2,ENSG00000083750
Q5W0B1,ENSG00000152193
Q5W0V3,ENSG00000151553
Q5W5X9,ENSG00000103852
Q5XKP0,ENSG00000174917
Q5XPI4,ENSG00000164068
Q5XUX1,ENSG00000132004
Q63HK5,ENSG00000121297
Q63HM2,ENSG00000126773
Q63HN8,ENSG00000173821
Q63ZY3,ENSG00000197256
Q641Q2,ENSG00000099290
Q658P3,ENSG00000115107
Q658Y4,ENSG00000176853
Q659A1,ENSG00000128915
Q66GS9,ENSG00000174799
Q66K14,ENSG00000197226
Q66K64,ENSG00000132017
Q66K74,ENSG00000130479
Q66K89,ENSG00000167967
Q66PJ3,ENSG00000182196
Q676U5,ENSG00000085978
Q687X5,ENSG00000127954
Q68CL5,ENSG00000134779
Q68CP9,ENSG00000189079
Q68CQ4,ENSG00000117597
Q68CR1,ENSG00000091490
Q68CZ1,ENSG00000103494
Q68CZ2,ENSG00000136205
Q68DH5,ENSG00000164187
Q68DK2,ENSG00000072121
Q68DQ2,ENSG00000080200
Q68DX3,ENSG00000170324
Q68E01,ENSG00000143624
Q68EA5,ENSG00000171970
Q68EM7,ENSG00000140750
Q69YN2,ENSG00000095485
Q69YN4,ENSG00000164944
Q69YQ0,ENSG00000100014
Q6AHZ1,ENSG00000177853
Q6AWC2,ENSG00000151718
Q6BDS2,ENSG00000065060
Q6DD88,ENSG00000184743
Q6DKI1,ENSG00000146223
Q6DKK2,ENSG00000011295
Q6DN14,ENSG00000175471
Q6DN90,ENSG00000144711
Q6EKJ0,ENSG00000174428
Q6EMB2,ENSG00000119685
Q6F5E8,ENSG00000159753
Q6FI81,ENSG00000005194
Q6GYQ0,ENSG00000174373
Q6I9Y2,ENSG00000163634
Q6IA69,ENSG00000172890
Q6IA86,ENSG00000134759
Q6IAN0,ENSG00000109016
Q6IBW4,ENSG00000025770
Q6IC98,ENSG00000075240
Q6ICG6,ENSG00000100364
Q6IPU0,ENSG00000188312
Q6IQ26,ENSG00000184014
Q6IQ32,ENSG00000101544
Q6J4K2,ENSG00000089060
Q6JQN1,ENSG00000111271
Q6KB66,ENSG00000167767
Q6KC79,ENSG00000164190
Q6N063,ENSG00000111325
Q6N069,ENSG00000172766
Q6N075,ENSG00000182544
Q6NS38,ENSG00000189046
Q6NSI4,ENSG00000147231
Q6NSI8,ENSG00000162929
Q6NSJ5,ENSG00000171017
Q6NTF9,ENSG00000005486
Q6NUM6,ENSG00000277149
Q6NUM9,ENSG00000042445
Q6NUN9,ENSG00000181220
Q6NUQ1,ENSG00000135249
Q6NUQ4,ENSG00000119777
Q6NUS6,ENSG00000119977
Q6NUT3,ENSG00000161091
Q6NW29,ENSG00000182552
Q6NW34,ENSG00000163608
Q6NXT4,ENSG00000152683
Q6NYC1,ENSG00000070495
Q6NZ63,ENSG00000105889
Q6P0N0,ENSG00000129534
Q6P158,ENSG00000163214
Q6P179,ENSG00000164308
Q6P1A2,ENSG00000111684
Q6P1J9,ENSG00000134371
Q6P1L8,ENSG00000180992
Q6P1M3,ENSG00000073350
Q6P1N0,ENSG00000132024
Q6P1N9,ENSG00000147687
Q6P1Q0,ENSG00000050426
Q6P1R4,ENSG00000169718
Q6P1X5,ENSG00000064313
Q6P2C8,ENSG00000160563
Q6P2E9,ENSG00000038358
Q6P2H3,ENSG00000130695
Q6P2Q9,ENSG00000174231
Q6P3S6,ENSG00000037637
Q6P3W7,ENSG00000136021
Q6P3X3,ENSG00000018699
Q6P4A7,ENSG00000183605
Q6P4F7,ENSG00000198826
Q6P4Q7,ENSG00000158158
Q6P4R8,ENSG00000170322
Q6P587,ENSG00000180185
Q6P5R6,ENSG00000163584
Q6P5S7,ENSG00000219200
Q6P5W5,ENSG00000147804
Q6P995,ENSG00000144369
Q6P996,ENSG00000179889
Q6P9B9,ENSG00000185085
Q6PCD5,ENSG00000168411
Q6PD62,ENSG00000198730
Q6PD74,ENSG00000103591
Q6PEV8,ENSG00000123575
Q6PFW1,ENSG00000168781
Q6PGP7,ENSG00000198677
Q6PH81,ENSG00000155330
Q6PHR2,ENSG00000140474
Q6PI26,ENSG00000144736
Q6PI48,ENSG00000117593
Q6PI78,ENSG00000164983
Q6PID6,ENSG00000113638
Q6PID8,ENSG00000128607
Q6PIJ6,ENSG00000145868
Q6PIW4,ENSG00000132436
Q6PIY7,ENSG00000164329
Q6PJ61,ENSG00000177051
Q6PJF5,ENSG00000129667
Q6PJG2,ENSG00000156030
Q6PJG6,ENSG00000106009
Q6PJP8,ENSG00000198924
Q6PJT7,ENSG00000100722
Q6PK04,ENSG00000185298
Q6PK18,ENSG00000181396
Q6PKC3,ENSG00000153066
Q6PKG0,ENSG00000155506
Q6PL18,ENSG00000156802
Q6Q0C0,ENSG00000131653
Q6R327,ENSG00000164327
Q6RFH5,ENSG00000133316
Q6TFL3,ENSG00000164989
Q6TFL4,ENSG00000114796
Q6UB35,ENSG00000120254
Q6UB98,ENSG00000101745
Q6UB99,ENSG00000167522
Q6UN15,ENSG00000145216
Q6UUV7,ENSG00000140577
Q6UVJ0,ENSG00000156876
Q6UVK1,ENSG00000173546
Q6UW49,ENSG00000258484
Q6UW63,ENSG00000134901
Q6UW68,ENSG00000105518
Q6UWH6,ENSG00000144043
Q6UWJ1,ENSG00000150403
Q6UWP7,ENSG00000172954
Q6UWU4,ENSG00000198663
Q6UX98,ENSG00000174165
Q6UXD5,ENSG00000174938
Q6UXN9,ENSG00000164091
Q6UXY1,ENSG00000128298
Q6V1X1,ENSG00000074603
Q6VMQ6,ENSG00000171681
Q6VY07,ENSG00000175115
Q6W2J9,ENSG00000183337
Q6WRI0,ENSG00000152580
Q6XZF7,ENSG00000107554
Q6Y1H2,ENSG00000206527
Q6Y7W6,ENSG00000204120
Q6YBV0,ENSG00000180773
Q6YHK3,ENSG00000156535
Q6YHU6,ENSG00000115970
Q6YN16,ENSG00000119471
Q6ZMG9,ENSG00000172292
Q6ZMI0,ENSG00000162869
Q6ZMZ0,ENSG00000116514
Q6ZMZ3,ENSG00000176438
Q6ZN28,ENSG00000183742
Q6ZN54,ENSG00000140995
Q6ZN55,ENSG00000105732
Q6ZN66,ENSG00000183347
Q6ZNA4,ENSG00000157450
Q6ZNJ1,ENSG00000160796
Q6ZP29,ENSG00000040487
Q6ZP82,ENSG00000163492
Q6ZRI6,ENSG00000167173
Q6ZRQ5,ENSG00000146263
Q6ZRS2,ENSG00000080603
Q6ZRV2,ENSG00000180921
Q6ZS10,ENSG00000187912
Q6ZS17,ENSG00000039523
Q6ZS30,ENSG00000144426
Q6ZS81,ENSG00000128815
Q6ZSZ5,ENSG00000104880
Q6ZT07,ENSG00000109436
Q6ZT12,ENSG00000144357
Q6ZT21,ENSG00000188167
Q6ZT62,ENSG00000285304
Q6ZT98,ENSG00000137941
Q6ZTW0,ENSG00000141933
Q6ZUJ8,ENSG00000155629
Q6ZUM4,ENSG00000159314
Q6ZUT9,ENSG00000170456
Q6ZV29,ENSG00000130653
Q6ZV73,ENSG00000180263
Q6ZVD8,ENSG00000040199
Q6ZVM7,ENSG00000175662
Q6ZW49,ENSG00000157212
Q6ZWJ1,ENSG00000166263
Q6ZWT7,ENSG00000143797
Q6ZXV5,ENSG00000139324
Q709C8,ENSG00000129003
Q70CQ1,ENSG00000164663
Q70CQ2,ENSG00000115464
Q70EL2,ENSG00000123552
Q70J99,ENSG00000092929
Q70SY1,ENSG00000182158
Q71F56,ENSG00000123066
Q71RC2,ENSG00000161813
Q71RG4,ENSG00000168591
Q71SY5,ENSG00000104973
Q71U36,ENSG00000167552
Q75QN2,ENSG00000164941
Q75T13,ENSG00000197121
Q75V66,ENSG00000171714
Q76FK4,ENSG00000198000
Q76I76,ENSG00000141298
Q76L83,ENSG00000143970
Q76N32,ENSG00000011523
Q76N89,ENSG00000002746
Q7KZ85,ENSG00000109111
Q7KZF4,ENSG00000197157
Q7KZN9,ENSG00000014919
Q7L014,ENSG00000145833
Q7L0R7,ENSG00000146083
Q7L1Q6,ENSG00000082153
Q7L1V2,ENSG00000103111
Q7L273,ENSG00000104756
Q7L2E3,ENSG00000132153
Q7L2H7,ENSG00000149100
Q7L4I2,ENSG00000111011
Q7L513,ENSG00000132185
Q7L576,ENSG00000273749
Q7L590,ENSG00000065328
Q7L5N1,ENSG00000168090
Q7L5Y9,ENSG00000090316
Q7L622,ENSG00000092140
Q7L775,ENSG00000178567
Q7L7V1,ENSG00000089876
Q7L7X3,ENSG00000160551
Q7L8L6,ENSG00000215251
Q7L8W6,ENSG00000134146
Q7L9L4,ENSG00000173542
Q7LBC6,ENSG00000120733
Q7LBR1,ENSG00000255112
Q7LDG7,ENSG00000068831
Q7LG56,ENSG00000048392
Q7LGA3,ENSG00000153936
Q7LGA3,ENSG00000267561
Q7RTP0,ENSG00000170113
Q7RTP6,ENSG00000243156
Q7RTR2,ENSG00000167984
Q7RTS9,ENSG00000141627
Q7Z2E3,ENSG00000137074
Q7Z2K6,ENSG00000099219
Q7Z2T5,ENSG00000121486
Q7Z2W4,ENSG00000105939
Q7Z2Z1,ENSG00000140534
Q7Z333,ENSG00000107290
Q7Z388,ENSG00000156162
Q7Z392,ENSG00000168538
Q7Z3B4,ENSG00000138750
Q7Z3E1,ENSG00000163659
Q7Z3E5,ENSG00000135931
Q7Z3F1,ENSG00000163328
Q7Z3J2,ENSG00000103544
Q7Z3K3,ENSG00000143442
Q7Z3T8,ENSG00000039319
Q7Z3U7,ENSG00000061987
Q7Z3V4,ENSG00000151148
Q7Z401,ENSG00000174485
Q7Z403,ENSG00000141524
Q7Z406,ENSG00000105357
Q7Z412,ENSG00000215193
Q7Z429,ENSG00000178719
Q7Z434,ENSG00000088888
Q7Z449,ENSG00000155016
Q7Z460,ENSG00000074054
Q7Z478,ENSG00000067248
Q7Z4G4,ENSG00000066651
Q7Z4H8,ENSG00000178202
Q7Z4L5,ENSG00000123607
Q7Z4Q2,ENSG00000155393
Q7Z4S6,ENSG00000139116
Q7Z4W1,ENSG00000169738
Q7Z569,ENSG00000089234
Q7Z5J4,ENSG00000108557
Q7Z5K2,ENSG00000062650
Q7Z5L9,ENSG00000168264
Q7Z5Q5,ENSG00000130997
Q7Z5Y7,ENSG00000112078
Q7Z628,ENSG00000173848
Q7Z6A9,ENSG00000186265
Q7Z6E9,ENSG00000122257
Q7Z6I6,ENSG00000186517
Q7Z6J8,ENSG00000118420
Q7Z6L1,ENSG00000205356
Q7Z6M1,ENSG00000136933
Q7Z6M2,ENSG00000165355
Q7Z6Z7,ENSG00000086758
Q7Z739,ENSG00000185728
Q7Z7A1,ENSG00000119397
Q7Z7A3,ENSG00000142544
Q7Z7A4,ENSG00000168297
Q7Z7B0,ENSG00000118407
Q7Z7F7,ENSG00000162910
Q7Z7G8,ENSG00000132549
Q7Z7L1,ENSG00000172716
Q7Z7L7,ENSG00000160445
Q7Z7L8,ENSG00000187479
Q7Z7M0,ENSG00000105429
Q86SF2,ENSG00000109586
Q86SG6,ENSG00000160602
Q86SQ0,ENSG00000144824
Q86SQ7,ENSG00000054282
Q86SQ9,ENSG00000117682
Q86SR1,ENSG00000164574
Q86SX3,ENSG00000185347
Q86T82,ENSG00000135913
Q86T90,ENSG00000150477
Q86TB9,ENSG00000166889
Q86TG7,ENSG00000242265
Q86TI0,ENSG00000065882
Q86TI2,ENSG00000142002
Q86TM6,ENSG00000162298
Q86TU7,ENSG00000183576
Q86TW2,ENSG00000063761
Q86U86,ENSG00000163939
Q86U90,ENSG00000196449
Q86UA6,ENSG00000129197
Q86UB9,ENSG00000166575
Q86UD5,ENSG00000164038
Q86UE4,ENSG00000147649
Q86UL3,ENSG00000158669
Q86UP2,ENSG00000126777
Q86UQ4,ENSG00000179869
Q86UT8,ENSG00000186166
Q86UV5,ENSG00000090686
Q86UW9,ENSG00000091073
Q86V20,ENSG00000122376
Q86V21,ENSG00000081760
Q86V24,ENSG00000006831
Q86V48,ENSG00000169641
Q86VD9,ENSG00000119227
Q86VH2,ENSG00000165115
Q86VI3,ENSG00000183856
Q86VP1,ENSG00000106052
Q86VP6,ENSG00000111530
Q86VR2,ENSG00000141699
Q86VS8,ENSG00000168172
Q86VV8,ENSG00000176225
Q86VW0,ENSG00000187231
Q86VX2,ENSG00000149600
Q86VY4,ENSG00000180543
Q86W34,ENSG00000196704
Q86W92,ENSG00000110841
Q86WA8,ENSG00000102910
Q86WB0,ENSG00000091732
Q86WH2,ENSG00000153179
Q86WI1,ENSG00000205038
Q86WI3,ENSG00000140853
Q86WJ1,ENSG00000131778
Q86WK9,ENSG00000182749
Q86WQ0,ENSG00000184162
Q86WR7,ENSG00000148426
Q86WT1,ENSG00000197557
Q86WV6,ENSG00000184584
Q86X10,ENSG00000170471
Q86X55,ENSG00000142453
Q86X83,ENSG00000114744
Q86XA9,ENSG00000129493
Q86XI2,ENSG00000146918
Q86XK2,ENSG00000138081
Q86XL3,ENSG00000176915
Q86XN7,ENSG00000120685
Q86XP3,ENSG00000198231
Q86XR8,ENSG00000166037
Q86XS8,ENSG00000113269
Q86XZ4,ENSG00000123352
Q86Y07,ENSG00000028116
Q86Y13,ENSG00000198919
Q86Y39,ENSG00000174886
Q86Y56,ENSG00000164818
Q86Y91,ENSG00000186185
Q86YA3,ENSG00000138658
Q86YD1,ENSG00000104960
Q86YH6,ENSG00000164494
Q86YJ6,ENSG00000144115
Q86YM7,ENSG00000152413
Q86YP4,ENSG00000167491
Q86YQ8,ENSG00000139117
Q86YS7,ENSG00000111731
Q86YV0,ENSG00000105122
Q86YV5,ENSG00000275342
Q86YW9,ENSG00000144893
Q86Z02,ENSG00000163349
Q8IU68,ENSG00000167895
Q8IU81,ENSG00000170604
Q8IU85,ENSG00000183049
Q8IUD2,ENSG00000082805
Q8IUG5,ENSG00000133454
Q8IUH3,ENSG00000155636
Q8IUI8,ENSG00000176390
Q8IUR0,ENSG00000181029
Q8IUR7,ENSG00000114098
Q8IUX1,ENSG00000171204
Q8IUX7,ENSG00000106624
Q8IUZ5,ENSG00000175309
Q8IV38,ENSG00000106524
Q8IV53,ENSG00000205744
Q8IV63,ENSG00000105053
Q8IVD9,ENSG00000015676
Q8IVF2,ENSG00000185567
Q8IVF7,ENSG00000161791
Q8IVG5,ENSG00000177409
Q8IVH2,ENSG00000137166
Q8IVJ1,ENSG00000133065
Q8IVL5,ENSG00000090530
Q8IVL6,ENSG00000110811
Q8IVM0,ENSG00000152492
Q8IVS8,ENSG00000168237
Q8IW35,ENSG00000182504
Q8IW93,ENSG00000142632
Q8IWA0,ENSG00000115368
Q8IWA4,ENSG00000171109
Q8IWA5,ENSG00000129353
Q8IWB7,ENSG00000085449
Q8IWC1,ENSG00000129680
Q8IWD4,ENSG00000159873
Q8IWE2,ENSG00000197712
Q8IWE5,ENSG00000116786
Q8IWF6,ENSG00000174839
Q8IWI9,ENSG00000174197
Q8IWJ2,ENSG00000135968
Q8IWR0,ENSG00000122299
Q8IWR1,ENSG00000213186
Q8IWT3,ENSG00000112659
Q8IWU2,ENSG00000164715
